,text,user_id,score,hostel,location,link
4157,"The hosts at View Lanka Guest House were two of the loveliest, most welcoming people. We had a cookery lesson and enjoyed our stay greatly x",9872214,8.7,Lake View Lanka Guesthouse,"Embilipitiya, Sri Lanka",http://www.hostelworld.com/hosteldetails.php/Lake-View-Lanka-Guesthouse/Embilipitiya/48548
4158,No customer comment,6301784,8.9,Pak-Up Hostel,"Krabi, Thailand",http://www.hostelworld.com/hosteldetails.php/Pak-Up-Hostel/Krabi/46929
4159,"The location was perfect. It was close to a lot of things but included some exercise. The beds were clean and the understorage with the option of locking it was convenient. However, the bathrooms were disgusting. First time in a hostel and it made me scared to stay in any others. However, I was comforted by a friend saying all the other hostels he'd stayed in weren't that dirty. The next hostel I stayed in was nice and clean. Would recommend if you don't care about cleanlines!",9622066,6.0,Bunk House Hostel,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Bunk-House-Hostel/Dublin/39297
4160,"As a backbacker, you can put up with varying degrees of cleanliness, which in this case was very poor, but rudeness and laziness from the owner and staff accompanied by an overbearing negative attitude are not ever going to cut it. From the owner on down, this place was a complete disaster that forced me to cut short my stay and find other accommodations. This is without a doubt th lost place I've ever stayed. ",8085179,3.0,Sezgin's Guesthouse,"Kusadasi, Turkey",http://www.hostelworld.com/hosteldetails.php/Sezgin-s-Guesthouse/Kusadasi/2887
4161,"The place was super clean, friendly and in a great location. I hope to go back there some dsy",5196855,10.0,Shelter Jordan,"Amsterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/Shelter-Jordan/Amsterdam/643
4162,"I had a great stay at Nap Hostel in Pecs.
I would recommend anyone travelling to stay here. The hostel is in a great location, right on the main street. The Hostel is very new and everything is clean.
The staff (Tom and Mirko) are fantastic. They were very friendly and helpful.  ",5196855,10.0,Nap Hostel Pecs,"Pecs, Hungary",http://www.hostelworld.com/hosteldetails.php/Nap-Hostel-Pecs/Pecs/21343
4163,The location is great!!! There are three Metro stations less than 150 meters away. Cheap food is very close by in almost any direction. And you are at a 15-20 minutes away from the Sacred Heart Basilica. Many take away food stores on the walk to the basilica from this Hostel. The breakfast was better than most. The only negative thing is that the rooms are too small. But the truth be said you only go there to sleep. This is during the winter time so that heating was important.,9394329,7.7,Vintage Hostel Gare du Nord,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Vintage-Hostel-Gare-du-Nord/Paris/34761
4164,"the 4 bed room had this nice little patio. room was clean, with tv and AC !
shared badroom was ok but since so many people ought to use it, it wasnt very clean and i had to wait in line every once in a while. its not right in the city center but everything's in walking distance.",5703300,5.7,Hostal Centro,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Hostal-Centro/Barcelona/14277
4165,The day shift was extremely helpful and had lots of info for how to get where we wanted to go! Thanx to the day shift however the graveyard shift could work on their people skills.,8357334,8.7,Hostel Positano,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Positano/Rome/7531
4166,"This is an excellent choice for confortable, quiet accomodation near the city centre. The rooms are immaculate and the breakfast is great! I\'ll definitely return.",5471947,9.0,Extol Inn Youth Hostel,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Extol-Inn-Youth-Hostel/Prague/15009
4167,"Perfect for those who enjoy discretion, space and a good location. Just don't forget your earplugs... a bit too noisy from the ""highway"" outside! I would recommend the management to sound proof the windows! Otherwise, perfect.",5471947,8.7,Museum Inn Hostel,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Museum-Inn-Hostel/Prague/35126
4168,"Excellent value for money just a few minutes away from the heart of Paris.
I'll be back!",5471947,8.7,Liberty Hotel Paris,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Liberty-Hotel-Paris/Paris/8495
4169,"A very good choise in Warsaw, with plenty of room in dorms and nice atmosphere!",5471947,9.3,Hostel Oki Doki,"Warsaw, Poland",http://www.hostelworld.com/hosteldetails.php/Hostel-Oki-Doki/Warsaw/5989
4170,"Too crowded, too noisy, too expensive, with no carisma. A place to stay if you\'re in a hurry. Otherwise, look somewhere else and you\'ll find something more authentic at a much better rate.",5471947,6.7,St Christopher's Inn Canal,"Paris, France",http://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Inn-Canal/Paris/19865
4171,No customer comment,8850491,7.3,The Flaming Kiwi Backpackers,"Queenstown, New Zealand",http://www.hostelworld.com/hosteldetails.php/The-Flaming-Kiwi-Backpackers/Queenstown/44813
4172,"Awesome location!  Down town, close to pubs, close to shops, close to the water!",8826880,9.7,Harbourside City Backpackers,"Tauranga, New Zealand",http://www.hostelworld.com/hosteldetails.php/Harbourside-City-Backpackers/Tauranga/22428
4173,"The name say's it all, I will highly recommend anyone visiting Bucharest to stay there and experience it on their own.",6725485,10.0,The Cozyness Hostel,"Bucharest, Romania",http://www.hostelworld.com/hosteldetails.php/The-Cozyness-Hostel/Bucharest/67042
4174,"The location is good, only the old entry card system is a pain.",6725485,6.3,A&O KÃ¶ln Neumarkt,"Cologne, Germany",http://www.hostelworld.com/hosteldetails.php/A-and-O-Koln-Neumarkt/Cologne/37465
4175,"If you don't get any other Hostel in Hamburg, this is the place to be.",6725485,3.1,Wira Hostel,"Hamburg, Germany",http://www.hostelworld.com/hosteldetails.php/Wira-Hostel/Hamburg/22929
4176,"Don't expect it to be a place to meet people, rest all is great.",6725485,7.4,St Christopher's Berlin,"Berlin, Germany",http://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Berlin/Berlin/17515
4177,"Stayed at the west wing.. Had a great stay,  haven't really explored Hostel scene in India. But, this one was bowled me over. 

Positives(+) Atmosphere, Friendly travelers, Staff, Laundry system, 

Negatives(-) West wing dirty washrooms, shifting rooms despite booking in advance.

Overall, a great place to stay, a little secret book the west wing if you want to post party and chill at the swing.",6725485,8.0,Asterix Hostel,"Goa, India",http://www.hostelworld.com/hosteldetails.php/Asterix-Hostel/Goa/59930
4178,"The best in every sense. Well, worth a stay.",6725485,9.7,Chengdu Mix Hostel Backpackers,"Chengdu, China",http://www.hostelworld.com/hosteldetails.php/Chengdu-Mix-Hostel-Backpackers/Chengdu/11625
4179,The best hostel in Budapest ever.. :),6725485,10.0,Colors Budapest Hostel & Apartment,"Budapest, Hungary",http://www.hostelworld.com/hosteldetails.php/Colors-Budapest-Hostel-and-Apartment/Budapest/14773
4180,"Well, had a great time.. can suggests others to try once. ! ",6725485,7.3,Budget Backpackers,"Edinburgh, Scotland",http://www.hostelworld.com/hosteldetails.php/Budget-Backpackers/Edinburgh/1759
4181,"Friendly place nice &clean ,friendly staff
nothing to complain about.",7730835,10.0,Hanoi Cozy Hotel,"Hanoi, Vietnam",http://www.hostelworld.com/hosteldetails.php/Hanoi-Cozy-Hotel/Hanoi/35340
4182,"Great place to stay in,loverly staff food
great.
What could any one ask for more for the price paid",7730835,10.0,Baan Dinso,"Bangkok, Thailand",http://www.hostelworld.com/hosteldetails.php/Baan-Dinso/Bangkok/22399
4183,"The staff is very friendly and helps you with everythink you need. I felt very safe and i will return for sure.   
    ",8181879,9.3,Gisela & Carlos house,"Vina del Mar, Chile",http://www.hostelworld.com/hosteldetails.php/Gisela-and-Carlos-house/Vina-del-Mar/13077
4184,"    Great hostel with stunning views, worth the walk!
    ",5615169,7.3,Liqing Hotel,"Longsheng, China",http://www.hostelworld.com/hosteldetails.php/Liqing-Hotel/Longsheng/37082
4185,"Had a great time at this place. Staff was very friendly and fun. 

As Promised:
DON'T MESS WITH TEXAS",7081876,8.7,Fulir Hostel Zagreb,"Zagreb, Croatia",http://www.hostelworld.com/hosteldetails.php/Fulir-Hostel-Zagreb/Zagreb/15952
4186,"    
    auberge de jeunesse, avec un rapport qualitÃ© prix assez raisonnable. en effet,10 euros la nuit c'est assez payÃ© pour un quartier pas trÃ¨s sÃ©curitaire (nous on Ã©tait 5 filles), mais en mÃªme temps Ã  15 minutes de l'acropole. sinon au niveau hygiÃ¨ne, il ne faut pas s'attendre au grand confort. la salle de bain est toute petite, mais suffisante et propre. au niveau des chambres rien  redire. les lites sont confortables et c'est trÃ¨s propre. le seul bÃ©mol, c, san r'est la cuisine. toute petite et franchement pas trÃ¨s propre. quelques cafards se sont montrÃ©, mais que dans cette Ã®Ã¨ce. enfin bon on les a vu une fois. en conclusion san remo, c'est une petite AJ pour les petites budgets et les personnes qui ne sont pas matÃ©rialiste et non pas peur de rencontrer deux ou trois cafards. ",6375546,6.0,San Remo Hostel,"Athens, Greece",http://www.hostelworld.com/hosteldetails.php/San-Remo-Hostel/Athens/15448
4187,Place looks like a refugee camp in Laos.,9929609,4.0,Labyrinth Hostels,"Vienna, Austria",http://www.hostelworld.com/hosteldetails.php/Labyrinth-Hostels/Vienna/33133
4188,"Very good location, walking distance to major sights and close to metro station. Our room was small, clean, but not renovated.",9844357,7.7,Sully Hotel,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Sully-Hotel/Paris/71635
4189,"We rest contented from our stay in Beautiful hostel. It is very cool place - good lokated near Termini station, clean, secure and the staff is very kind, especially Nyan. I recommend it.",9844357,9.0,Hostel Beauty,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Beauty/Rome/1743
4190,No customer comment,9998151,7.0,Lettem Sleep,"Berlin, Germany",http://www.hostelworld.com/hosteldetails.php/Lettem-Sleep/Berlin/705
4191,"Bogdan is a very nice person, really interested in helping people in the hostel with everything they need. The location is also good.",7750545,9.3,YMCA Universitaria Hostel,"Bucharest, Romania",http://www.hostelworld.com/hosteldetails.php/YMCA-Universitaria-Hostel/Bucharest/33180
4192,"Very good experience. A bit more expensive than the other hostels, but also better.",7750545,10.0,Prague Square Hostel,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Prague-Square-Hostel/Prague/27360
4193,"You need to learn some Spanish as the staffs tend to talk in Spanish.
Do remember to bring an adapter there, otherwise you couldn't charge your phone as the terminal is different.
Overall, it's a good hostel at good location.",5950297,8.3,Hostal Castilla I Atocha,"Madrid, Spain",http://www.hostelworld.com/hosteldetails.php/Hostal-Castilla-I-Atocha/Madrid/839
4194,My girlfriend and I stayed here a few weeks ago. It is in a fantastic location. Ideal walking to main parts of the city as well as the beautiful parks and olympic stadium. The manager is brilliant and gives a wealth of information. We would stay here again for sure!,9200016,10.0,Montjuic,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Montjuic/Barcelona/4746
4195,Didn't like the bed setups. But overall a nice environment.,9200016,7.3,YHA London St Pauls,"London, England",http://www.hostelworld.com/hosteldetails.php/YHA-London-St-Pauls/London/6977
4196,"We stayed in the apartment. It is very cool, loved it. It was like living in our very own apartment in Berlin. Friendly staff and good atmosphere.",9200016,9.3,Davids Cozy Auberge in Old Berlin,"Berlin, Germany",http://www.hostelworld.com/hosteldetails.php/Davids-Cozy-Auberge-in-Old-Berlin/Berlin/2147
4197,"Depressing place. It was like being at a clinic, and not a clean one at that. Just a dirty depressing clinic which attracts a wide variety of dirty depressing tramps.",9200016,2.0,Hostel Centre,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Hostel-Centre/Prague/34770
4198,"Apaulling. The worse Hostel we have EVER stayed in. The beds are DIY made from MDF, in my case I had half a single bed to sleep on. It is also the most expensive hostel myself and girlfriend stayed at.

-It's not in Switzerland, it's in France.
-Dirty (we had crisps scattered around the room.) 
-Reception is not open late. 
-Vending machine is empty. 
- Unfriendly and unhelpful staff. 

I could not recommend against this hostel any more than giving it 0%. What a horrible place!",9200016,2.0,Hotel Stars Geneve Aeroport,"Ferney Voltaire, France",http://www.hostelworld.com/hosteldetails.php/Hotel-Stars-Geneve-Aeroport/Ferney-Voltaire/27836
4199,"Very clean and tidy hostel. The people working there are very nice and helpful. 
It is not too far from the city center so that is a good point it is also a quiet hostel. 
There are not a lot of plugs in the rooms, on plug for 10 beds that is reallt not a lot they should put power strips in the room would be useful.",7692481,9.1,Dublin International (YHA),"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Dublin-International-YHA/Dublin/289
